,id,date_created,no_of_likes,no_of_reply,source,tweets,url,username,location
426,1312670658799771650,2020-10-04 08:27:27+00:00,2227,118,Twitter for iPhone,"Indeed SARS was not set up to harass, intimidate, extort, maim or kill citizens. It is time to review its activities and put a stop to the excesses now associated with it.",https://twitter.com/PeterObi/status/1312670658799771650,PeterObi,Nigeria
427,1312670657197506561,2020-10-04 08:27:27+00:00,1018,26,Twitter for iPhone,"Till date, I can attest, and those who know me very well can corroborate that I have never used any privileged position I held which I consider is by the Grace of God Almighty for wrong reasons.",https://twitter.com/PeterObi/status/1312670657197506561,PeterObi,Nigeria
428,1312670655628947456,2020-10-04 08:27:27+00:00,583,73,Twitter for iPhone,"When the Ezu River issue came up, I had to cut short my foreign trip, returned home and did the needful, including directives that autopsy be carried out as part of a full investigation.",https://twitter.com/PeterObi/status/1312670655628947456,PeterObi,Nigeria
429,1312670654131511296,2020-10-04 08:27:26+00:00,571,4,Twitter for iPhone,Those heading the security agencies supervised their agents. I only wanted the State and her residents to be secured. I never asked anyone to deal with any citizen outside of the law.,https://twitter.com/PeterObi/status/1312670654131511296,PeterObi,Nigeria
430,1312670652579676162,2020-10-04 08:27:26+00:00,575,3,Twitter for iPhone,I was never involved in posting of security agents to Anambra State throughout my stay in office. I worked with the ones that were posted through the Commissioner of Police or heads of other agencies.,https://twitter.com/PeterObi/status/1312670652579676162,PeterObi,Nigeria
431,1312670650998427650,2020-10-04 08:27:26+00:00,669,11,Twitter for iPhone,"We only supported them from time to time with operational vehicles and other logistics.

Therefore, I never armed SARS throughout my eight years as Anambra Gov. I only worked with the security agencies, which are all Federal establishments.",https://twitter.com/PeterObi/status/1312670650998427650,PeterObi,Nigeria
432,1312670649190617089,2020-10-04 08:27:25+00:00,3354,311,Twitter for iPhone,"Dear @AbdulMahmud01, as Governor, I was not constitutionally empowered to arm SARS or any unit of the Nigeria Police Force or the Army. So, we never bought arms and ammunition for them because we were not legally empowered to do so.",https://twitter.com/PeterObi/status/1312670649190617089,PeterObi,Nigeria
433,1312417699012710400,2020-10-03 15:42:17+00:00,1124,63,Twitter for iPhone,My family and I felicitate with @AliyuAtiku (Turakin Adamawa) and Fatima Ribadu over their wedding today. May the union be blessed beyond measure. Congratulations to the families of @atiku (Wazirin Adamawa) and @NuhuRibadu. -PO,https://twitter.com/PeterObi/status/1312417699012710400,PeterObi,Nigeria
434,1311981942141784065,2020-10-02 10:50:45+00:00,5110,447,Twitter for iPhone,"As revenue crashes, we need to crash the cost of governance. -PO #ResponsibleGovernance https://t.co/hygNBvSXLl",https://twitter.com/PeterObi/status/1311981942141784065,PeterObi,Nigeria
435,1310130396156366850,2020-09-27 08:13:22+00:00,3855,69,Twitter for iPhone,Congratulations to @stylebender for a successful defence of his UFC middleweight title. Stand up for the champion! -PO #UFC253 https://t.co/cyTwOiSJun,https://twitter.com/PeterObi/status/1310130396156366850,PeterObi,Nigeria
436,1309878097794289667,2020-09-26 15:30:49+00:00,8278,1381,Twitter for iPhone,I am not a part of the poster being circulated. -PO https://t.co/2KvNuOX6tG,https://twitter.com/PeterObi/status/1309878097794289667,PeterObi,Nigeria
437,1309875469567823872,2020-09-26 15:20:22+00:00,237,19,Twitter for iPhone,"I am, however, grateful to God that Gov Babagana Zulum was not hurt. May the families of those killed be comforted. Amen. -PO",https://twitter.com/PeterObi/status/1309875469567823872,PeterObi,Nigeria
